part,task,id,value,lo,hi,role,value_verified,lo_verified,hi_verified,status,ci_status,twin_file,twin_where,twin_source,decision_note
16,M4,M4#03:yes_rate_Qwen2.5_Omni_agreement,0.2919,0.2073,0.3771,PAPER VALUE,0.2919,0.2073,0.3771,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[1],Mac verifier (verify folder),
16,M4,M4#04:median_answer_mass_Qwen2.5_Omni_agreement,0.9969,,,SUPPORT,0.9969,,,yes,,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[1],Mac verifier (verify folder),
16,M4,M4#05:yes_rate_diff_conflict_minus_agreement_Qwen2.5_Omni,-0.0683,-0.1788,0.0474,PAPER VALUE,-0.0683,-0.1788,0.0474,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/diffs[0],Mac verifier (verify folder),
16,M4,M4#06:yes_rate_Qwen2_Audio_conflict,0.9400,0.9199,0.9612,PAPER VALUE,0.9400,0.9199,0.9612,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[2],Mac verifier (verify folder),
16,M4,M4#07:median_answer_mass_Qwen2_Audio_conflict,0.9990,,,SUPPORT,0.9990,,,yes,,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[2],Mac verifier (verify folder),
16,M4,M4#08:yes_rate_Qwen2_Audio_agreement,0.8675,0.8159,0.9102,PAPER VALUE,0.8675,0.8159,0.9102,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[3],Mac verifier (verify folder),
16,M4,M4#09:median_answer_mass_Qwen2_Audio_agreement,0.9988,,,SUPPORT,0.9988,,,yes,,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[3],Mac verifier (verify folder),
16,M4,M4#10:yes_rate_diff_conflict_minus_agreement_Qwen2_Audio,0.0725,0.0200,0.1330,PAPER VALUE,0.0725,0.0200,0.1330,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/diffs[1],Mac verifier (verify folder),
16,M4,M4#11:yes_rate_Qwen3_Omni_30B_A3B_conflict,0.3892,0.3347,0.4500,PAPER VALUE,0.3892,0.3347,0.4500,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[4],Mac verifier (verify folder),
16,M4,M4#12:median_answer_mass_Qwen3_Omni_30B_A3B_conflict,0.9996,,,SUPPORT,0.9996,,,yes,,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[4],Mac verifier (verify folder),
16,M4,M4#13:yes_rate_Qwen3_Omni_30B_A3B_agreement,0.4182,0.3188,0.5097,PAPER VALUE,0.4182,0.3188,0.5097,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[5],Mac verifier (verify folder),
16,M4,M4#14:median_answer_mass_Qwen3_Omni_30B_A3B_agreement,0.9998,,,SUPPORT,0.9998,,,yes,,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[5],Mac verifier (verify folder),
16,M4,M4#15:yes_rate_diff_conflict_minus_agreement_Qwen3_Omni_30B_A3B,-0.0290,-0.1540,0.1078,PAPER VALUE,-0.0290,-0.1540,0.1078,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/diffs[2],Mac verifier (verify folder),
16,M4,M4#16:yes_rate_AudioFlamingo2_conflict,0.9710,0.9502,0.9887,PAPER VALUE,0.9710,0.9502,0.9887,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[6],Mac verifier (verify folder),
16,M4,M4#17:median_answer_mass_AudioFlamingo2_conflict,0.9424,,,SUPPORT,0.9424,,,yes,,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[6],Mac verifier (verify folder),
16,M4,M4#18:yes_rate_AudioFlamingo2_agreement,0.9834,0.9629,0.9979,PAPER VALUE,0.9834,0.9629,0.9979,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[7],Mac verifier (verify folder),
16,M4,M4#19:median_answer_mass_AudioFlamingo2_agreement,0.9423,,,SUPPORT,0.9423,,,yes,,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[7],Mac verifier (verify folder),
16,M4,M4#20:yes_rate_diff_conflict_minus_agreement_AudioFlamingo2,-0.0124,-0.0280,0.0020,PAPER VALUE,-0.0124,-0.0280,0.0020,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/diffs[3],Mac verifier (verify folder),
16,M4,M4#21:yes_rate_AudioFlamingo3_conflict,0.7039,0.6533,0.7554,PAPER VALUE,0.7039,0.6533,0.7554,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[8],Mac verifier (verify folder),
16,M4,M4#22:median_answer_mass_AudioFlamingo3_conflict,0.9249,,,SUPPORT,0.9249,,,yes,,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[8],Mac verifier (verify folder),
16,M4,M4#23:yes_rate_AudioFlamingo3_agreement,0.6687,0.5937,0.7371,PAPER VALUE,0.6687,0.5937,0.7371,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[9],Mac verifier (verify folder),
16,M4,M4#24:median_answer_mass_AudioFlamingo3_agreement,0.9403,,,SUPPORT,0.9403,,,yes,,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[9],Mac verifier (verify folder),
16,M4,M4#25:yes_rate_diff_conflict_minus_agreement_AudioFlamingo3,0.0352,-0.0491,0.1281,PAPER VALUE,0.0352,-0.0491,0.1281,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/diffs[4],Mac verifier (verify folder),
16,M4,M4#26:yes_rate_Kimi_Audio_conflict,0.8364,0.7976,0.8727,PAPER VALUE,0.8364,0.7976,0.8727,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[10],Mac verifier (verify folder),
16,M4,M4#27:median_answer_mass_Kimi_Audio_conflict,0.9992,,,SUPPORT,0.9992,,,yes,,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[10],Mac verifier (verify folder),
16,M4,M4#28:yes_rate_Kimi_Audio_agreement,0.7578,0.6869,0.8221,PAPER VALUE,0.7578,0.6869,0.8221,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[11],Mac verifier (verify folder),
16,M4,M4#29:median_answer_mass_Kimi_Audio_agreement,0.9992,,,SUPPORT,0.9992,,,yes,,release/edaic_rerun/part16/verify/M4_verify_out.json,/cells[11],Mac verifier (verify folder),
16,M4,M4#30:yes_rate_diff_conflict_minus_agreement_Kimi_Audio,0.0787,0.0160,0.1461,PAPER VALUE,0.0787,0.0160,0.1461,yes,same,release/edaic_rerun/part16/verify/M4_verify_out.json,/diffs[5],Mac verifier (verify folder),
16,M5,M5_all_cos,0.0145,,,SUPPORT,0.0145,,,yes,,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""all cos""",Mac verifier (verify folder),
16,M5,M5_all_randfloor,0.0124,0.0005,0.0343,SUPERSEDED / NOT USED,0.0124,0.0005,0.0343,yes,same,scores/leftovers_23sep/p16twins/twins_p16.tsv,id M5_all_randfloor (kind recompute; file scores/leftovers_23sep/p16twins/mac/twin_m5_mac.json),p16twins task,"p16twins: Mac refit (sklearn 1.7.2, the environment M5 ran in), fresh default_rng(0) per cell; Linux pod sklearn 1.9.1 gives 0.0123 [0.0005, 0.0341] because GroupKFold splits differently there | previous twin: 0.0123 from release/edaic_rerun/part16/verify/M5_verify_out.json (NO)"
16,M5,M5_all_auc_probe,0.8223,0.7742,0.8671,SUPPORT,0.8223,0.7742,0.8671,yes,same,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""all auc_probe""",Mac verifier (verify folder),
16,M5,M5_all_auc_d,0.6174,0.5539,0.6800,SUPPORT,0.6174,0.5539,0.6800,yes,same,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""all auc_d""",Mac verifier (verify folder),
16,M5,M5_all_auc_without_d,0.8327,0.7857,0.8759,SUPERSEDED / NOT USED,0.8327,0.7857,0.8759,yes,same,scores/leftovers_23sep/p16twins/twins_p16.tsv,id M5_all_auc_without_d (kind recompute; file release/edaic_rerun/part16/M5_readout_direction_q2a.csv),p16twins task,"p16twins: AUC of per-clip column z_probe_oof_without_d_all, speaker bootstrap; Mac refit of the whole M5 pipeline gives 0.8327 | previous twin: 0.8114 from release/edaic_rerun/part16/verify/M5_verify_out.json (NO)"
16,M5,M5_all_auc_without_d_Xproj,0.8223,0.7743,0.8672,SUPERSEDED / NOT USED,0.8223,0.7743,0.8672,yes,same,scores/leftovers_23sep/p16twins/twins_p16.tsv,id M5_all_auc_without_d_Xproj (kind recompute; file release/edaic_rerun/part16/M5_readout_direction_q2a.csv),p16twins task,"p16twins: AUC of per-clip column p_probe_oof_without_d_Xproj_all, speaker bootstrap; Mac refit of the whole M5 pipeline gives 0.8223 | previous twin: 0.8223 from release/edaic_rerun/part16/verify/M5_verify_out.json (yes)"
16,M5,M5_conflict_refit_cos,0.0054,,,SUPERSEDED / NOT USED,0.0054,,,yes,,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""conflict_refit cos""",Mac verifier (verify folder),
16,M5,M5_conflict_refit_randfloor,0.0123,0.0005,0.0350,SUPERSEDED / NOT USED,0.0123,0.0005,0.0350,yes,same,scores/leftovers_23sep/p16twins/twins_p16.tsv,id M5_conflict_refit_randfloor (kind recompute; file scores/leftovers_23sep/p16twins/mac/twin_m5_mac.json),p16twins task,"p16twins: Mac refit (sklearn 1.7.2, the environment M5 ran in), fresh default_rng(0) per cell; Linux pod sklearn 1.9.1 gives 0.0123 [0.0005, 0.0353] because GroupKFold splits differently there | previous twin: 0.0123 from release/edaic_rerun/part16/verify/M5_verify_out.json (yes)"
16,M5,M5_conflict_refit_auc_probe,0.6757,0.5685,0.7761,SUPERSEDED / NOT USED,0.6757,0.5685,0.7761,yes,same,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""conflict_refit auc_probe""",Mac verifier (verify folder),
16,M5,M5_conflict_refit_auc_d,0.4136,0.3010,0.5424,SUPERSEDED / NOT USED,0.4136,0.3010,0.5424,yes,same,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""conflict_refit auc_d""",Mac verifier (verify folder),
16,M5,M5_conflict_refit_auc_without_d,0.6869,0.5806,0.7872,SUPERSEDED / NOT USED,0.6869,0.5806,0.7872,yes,same,scores/leftovers_23sep/p16twins/twins_p16.tsv,id M5_conflict_refit_auc_without_d (kind recompute; file release/edaic_rerun/part16/M5_readout_direction_q2a.csv),p16twins task,"p16twins: AUC of per-clip column z_probe_oof_without_d_armrefit, speaker bootstrap; Mac refit of the whole M5 pipeline gives 0.6869 | previous twin: 0.6744 from release/edaic_rerun/part16/verify/M5_verify_out.json (NO)"
16,M5,M5_conflict_refit_auc_without_d_Xproj,0.6759,0.5687,0.7766,SUPERSEDED / NOT USED,0.6759,0.5687,0.7766,yes,same,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""conflict_refit auc_without_d_Xproj""",Mac verifier (verify folder),
16,M5,M5_agreement_refit_cos,0.0147,,,SUPERSEDED / NOT USED,0.0147,,,yes,,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""agreement_refit cos""",Mac verifier (verify folder),
16,M5,M5_agreement_refit_randfloor,0.0126,0.0005,0.0359,SUPERSEDED / NOT USED,0.0126,0.0005,0.0359,yes,same,scores/leftovers_23sep/p16twins/twins_p16.tsv,id M5_agreement_refit_randfloor (kind recompute; file scores/leftovers_23sep/p16twins/mac/twin_m5_mac.json),p16twins task,"p16twins: Mac refit (sklearn 1.7.2, the environment M5 ran in), fresh default_rng(0) per cell; Linux pod sklearn 1.9.1 gives 0.0126 [0.0005, 0.0356] because GroupKFold splits differently there | previous twin: 0.0123 from release/edaic_rerun/part16/verify/M5_verify_out.json (NO)"
16,M5,M5_agreement_refit_auc_probe,0.9317,0.9020,0.9578,SUPERSEDED / NOT USED,0.9317,0.9020,0.9578,yes,same,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""agreement_refit auc_probe""",Mac verifier (verify folder),
16,M5,M5_agreement_refit_auc_d,0.6984,0.6373,0.7592,SUPERSEDED / NOT USED,0.6984,0.6373,0.7592,yes,same,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""agreement_refit auc_d""",Mac verifier (verify folder),
16,M5,M5_agreement_refit_auc_without_d,0.9346,0.9057,0.9603,SUPERSEDED / NOT USED,0.9346,0.9057,0.9603,yes,same,scores/leftovers_23sep/p16twins/twins_p16.tsv,id M5_agreement_refit_auc_without_d (kind recompute; file release/edaic_rerun/part16/M5_readout_direction_q2a.csv),p16twins task,"p16twins: AUC of per-clip column z_probe_oof_without_d_armrefit, speaker bootstrap; Mac refit of the whole M5 pipeline gives 0.9346 | previous twin: 0.9242 from release/edaic_rerun/part16/verify/M5_verify_out.json (NO)"
16,M5,M5_agreement_refit_auc_without_d_Xproj,0.9325,0.9027,0.9583,SUPERSEDED / NOT USED,0.9325,0.9027,0.9583,yes,same,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""agreement_refit auc_without_d_Xproj""",Mac verifier (verify folder),
16,M5,M5_conflict_restricted_auc_probe,0.6178,0.5123,0.7222,SUPPORT,0.6178,0.5123,0.7222,yes,same,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""conflict_restricted auc_probe""",Mac verifier (verify folder),
16,M5,M5_conflict_restricted_auc_d,0.4136,0.3010,0.5424,SUPPORT,0.4136,0.3010,0.5424,yes,same,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""conflict_restricted auc_d""",Mac verifier (verify folder),
16,M5,M5_conflict_restricted_auc_without_d,0.6326,0.5277,0.7336,SUPERSEDED / NOT USED,0.6326,0.5277,0.7336,yes,same,scores/leftovers_23sep/p16twins/twins_p16.tsv,id M5_conflict_restricted_auc_without_d (kind recompute; file release/edaic_rerun/part16/M5_readout_direction_q2a.csv),p16twins task,"p16twins: AUC of per-clip column z_probe_oof_without_d_all, speaker bootstrap; Mac refit of the whole M5 pipeline gives 0.6326 | previous twin: 0.6013 from release/edaic_rerun/part16/verify/M5_verify_out.json (NO)"
16,M5,M5_conflict_restricted_auc_without_d_Xproj,0.6180,0.5128,0.7213,SUPERSEDED / NOT USED,0.6180,0.5128,0.7213,yes,same,scores/leftovers_23sep/p16twins/twins_p16.tsv,id M5_conflict_restricted_auc_without_d_Xproj (kind recompute; file release/edaic_rerun/part16/M5_readout_direction_q2a.csv),p16twins task,"p16twins: AUC of per-clip column p_probe_oof_without_d_Xproj_all, speaker bootstrap; Mac refit of the whole M5 pipeline gives 0.6180 | previous twin: 0.6178 from release/edaic_rerun/part16/verify/M5_verify_out.json (NO)"
16,M5,M5_agreement_restricted_auc_probe,0.8988,0.8598,0.9328,SUPPORT,0.8988,0.8598,0.9328,yes,same,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""agreement_restricted auc_probe""",Mac verifier (verify folder),
16,M5,M5_agreement_restricted_auc_d,0.6984,0.6373,0.7592,SUPPORT,0.6984,0.6373,0.7592,yes,same,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""agreement_restricted auc_d""",Mac verifier (verify folder),
16,M5,M5_agreement_restricted_auc_without_d,0.9070,0.8702,0.9383,SUPERSEDED / NOT USED,0.9070,0.8702,0.9383,yes,same,scores/leftovers_23sep/p16twins/twins_p16.tsv,id M5_agreement_restricted_auc_without_d (kind recompute; file release/edaic_rerun/part16/M5_readout_direction_q2a.csv),p16twins task,"p16twins: AUC of per-clip column z_probe_oof_without_d_all, speaker bootstrap; Mac refit of the whole M5 pipeline gives 0.9070 | previous twin: 0.8897 from release/edaic_rerun/part16/verify/M5_verify_out.json (NO)"
16,M5,M5_agreement_restricted_auc_without_d_Xproj,0.8988,0.8593,0.9326,SUPERSEDED / NOT USED,0.8988,0.8593,0.9326,yes,same,scores/leftovers_23sep/p16twins/twins_p16.tsv,id M5_agreement_restricted_auc_without_d_Xproj (kind recompute; file release/edaic_rerun/part16/M5_readout_direction_q2a.csv),p16twins task,"p16twins: AUC of per-clip column p_probe_oof_without_d_Xproj_all, speaker bootstrap; Mac refit of the whole M5 pipeline gives 0.8988 | previous twin: 0.8988 from release/edaic_rerun/part16/verify/M5_verify_out.json (yes)"
16,M5,M5_paired_auc_probe_conflict_minus_agreement,-0.2810,-0.3799,-0.1762,SUPPORT,-0.2810,-0.3799,-0.1762,yes,same,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""paired auc_probe diff""",Mac verifier (verify folder),
16,M5,M5_paired_auc_d_conflict_minus_agreement,-0.2847,-0.3947,-0.1475,SUPPORT,-0.2847,-0.3947,-0.1475,yes,same,release/edaic_rerun/part16/verify/M5_verify_out.json,"checked: ""paired auc_d diff""",Mac verifier (verify folder),
16,M5,M5_paired_auc_without_d_conflict_minus_agreement,-0.2745,-0.3754,-0.1707,SUPERSEDED / NOT USED,-0.2745,-0.3754,-0.1707,yes,same,scores/leftovers_23sep/p16twins/twins_p16.tsv,id M5_paired_auc_without_d_conflict_minus_agreement (kind recompute; file release/edaic_rerun/part16/M5_readout_direction_q2a.csv),p16twins task,"p16twins: conflict minus agreement AUC of z_probe_oof_without_d_all, paired speaker bootstrap over 228 speakers; Mac refit of the whole M5 pipeline gives -0.2745 | previous twin: -0.2884 from release/edaic_rerun/part16/verify/M5_verify_out.json (NO)"
16,M7,M7_pitt_probe,0.7969,0.7412,0.8512,SUPERSEDED / NOT USED,0.7969,0.7412,0.8512,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/pitt,Mac verifier (verify folder),
16,M7,M7_pitt_zeroshot,0.6578,0.6033,0.7125,PAPER VALUE,0.6578,0.6033,0.7125,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/pitt,Mac verifier (verify folder),
16,M7,M7_pitt_gap,0.1391,0.0680,0.2084,SUPERSEDED / NOT USED,0.1391,0.0680,0.2084,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/pitt,Mac verifier (verify folder),
16,M7,M7_adresso_probe,0.8899,0.8462,0.9321,SUPPORT,0.8899,0.8462,0.9321,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/adresso,Mac verifier (verify folder),
16,M7,M7_adresso_zeroshot,0.6150,0.5432,0.6890,PAPER VALUE,0.6150,0.5432,0.6890,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/adresso,Mac verifier (verify folder),
16,M7,M7_adresso_gap,0.2748,0.1920,0.3526,PAPER VALUE,0.2748,0.1920,0.3526,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/adresso,Mac verifier (verify folder),
16,M7,M7_adress2020_probe,0.7878,0.7148,0.8517,SUPPORT,0.7878,0.7148,0.8517,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/adress2020,Mac verifier (verify folder),
16,M7,M7_adress2020_zeroshot,0.6241,0.5348,0.7148,PAPER VALUE,0.6241,0.5348,0.7148,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/adress2020,Mac verifier (verify folder),
16,M7,M7_adress2020_gap,0.1637,0.0557,0.2693,PAPER VALUE,0.1637,0.0557,0.2693,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/adress2020,Mac verifier (verify folder),
16,M7,M7_pcgita_probe,0.9089,0.8478,0.9563,SUPPORT,0.9089,0.8478,0.9563,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/pcgita,Mac verifier (verify folder),
16,M7,M7_pcgita_zeroshot,0.5635,0.4931,0.6331,PAPER VALUE,0.5635,0.4931,0.6331,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/pcgita,Mac verifier (verify folder),
16,M7,M7_pcgita_gap,0.3454,0.2636,0.4275,PAPER VALUE,0.3454,0.2636,0.4275,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/pcgita,Mac verifier (verify folder),
16,M7,M7_neurovoz_probe,0.9160,0.8713,0.9513,SUPPORT,0.9160,0.8713,0.9513,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/neurovoz,Mac verifier (verify folder),
16,M7,M7_neurovoz_zeroshot,0.6951,0.6356,0.7519,PAPER VALUE,0.6951,0.6356,0.7519,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/neurovoz,Mac verifier (verify folder),
16,M7,M7_neurovoz_gap,0.2209,0.1660,0.2783,PAPER VALUE,0.2209,0.1660,0.2783,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/neurovoz,Mac verifier (verify folder),
16,M7,M7_kcl_probe,0.7768,0.5994,0.9265,SUPPORT,0.7768,0.5994,0.9265,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/kcl,Mac verifier (verify folder),
16,M7,M7_kcl_zeroshot,0.7143,0.5210,0.8810,PAPER VALUE,0.7143,0.5210,0.8810,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/kcl,Mac verifier (verify folder),
16,M7,M7_kcl_gap,0.0625,-0.1813,0.2900,PAPER VALUE,0.0625,-0.1813,0.2900,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/kcl,Mac verifier (verify folder),
16,M7,M7_edaic_probe,0.6324,0.5520,0.7104,RELEASED ONLY,0.6324,0.5520,0.7104,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/edaic,Mac verifier (verify folder),
16,M7,M7_edaic_zeroshot,0.6620,0.5831,0.7315,RELEASED ONLY,0.6620,0.5831,0.7315,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/edaic,Mac verifier (verify folder),
16,M7,M7_edaic_gap,-0.0297,-0.1291,0.0752,RELEASED ONLY,-0.0297,-0.1291,0.0752,yes,same,release/edaic_rerun/part16/verify/M7_verify_out.json,/edaic,Mac verifier (verify folder),
16,M7,M7_mean_gap,0.1681,,,SUPERSEDED / NOT USED,0.1681,,,yes,,release/edaic_rerun/part16/verify/M7_verify_out.json,,Mac verifier (verify folder),
16,M7,M7_pitt_probe_rep5,0.7917,0.7324,0.8480,SUPERSEDED / NOT USED,0.7917,0.7324,0.8480,yes,same,release/edaic_rerun/part17/verify/T4_verify.log,"line ""[OK ] Q25O pitt encoder averaged-prob (not used): claimed 0.7917 | MW "" and CI line for T4_pitt_o25_enc_avgprob_NOTUSED",Mac verifier (verify folder),same cell as T4_pitt_o25_enc_avgprob_NOTUSED
