order_group,line,context,paper_value,file_value,file_path,estimator,status,red_span,reason,value_status,method_constant,kind,section,item_id,added_basis,tex_file
added_23sep,95,"A participant with a PHQ-8 score of 15 or more speaking positively, or a healthy control with a PHQ-8 score of 4 or less speaking negatively, constitutes a conflict segment.",4,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,integer,Implementation Details,L95_486,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,95,"This yields 488 conflict segments, of which 483 have an agreement segment from the same speaker, giving 483 pairs from 138 speakers.",488,488,<local data dir>/release/edaic_rerun/part16/M2_distilbert_sentiment.csv,"E-DAIC conflict segments total, pool before pairing",MATCH,,count: 1 index rows for any dataset carry n = 488 (e.g. handcheck_values.csv:148),current,no,integer,Implementation Details,L95_561,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,95,"This yields 488 conflict segments, of which 483 have an agreement segment from the same speaker, giving 483 pairs from 138 speakers.",483,138,<local data dir>/release/edaic_rerun/part14/p14_o25_zeroshot_scores.csv,Qwen2.5-Omni | A_edaic_part14 | conflict | src=primary,MATCH,,count: 89 index rows for any dataset carry n_spk/n = 483 (e.g. part16/rows/M8.tsv:2),current,no,integer,Implementation Details,L95_593,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,95,"This yields 488 conflict segments, of which 483 have an agreement segment from the same speaker, giving 483 pairs from 138 speakers.",483,138,<local data dir>/release/edaic_rerun/part14/p14_o25_zeroshot_scores.csv,Qwen2.5-Omni | A_edaic_part14 | conflict | src=primary,MATCH,,count: 89 index rows for any dataset carry n_spk/n = 483 (e.g. part16/rows/M8.tsv:2),current,no,integer,Implementation Details,L95_653,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,95,"This yields 488 conflict segments, of which 483 have an agreement segment from the same speaker, giving 483 pairs from 138 speakers.",138,138,<local data dir>/release/edaic_rerun/part14/p14_o25_zeroshot_scores.csv,Qwen2.5-Omni | A_edaic_part14 | conflict | src=primary,MATCH,,count: 146 index rows for any dataset carry n_spk/n = 138 (e.g. part16/rows/M8.tsv:2),current,no,integer,Implementation Details,L95_668,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,95,"Agreement segments are reused across pairs, so the agreement arm holds 311 distinct segments and is scored on those.",311,311,scores/part17/T1_perclip_distinct_agreement.csv,E-DAIC Table 2 Qwen2.5-Omni audio agreement NEW 311 distinct,MATCH,,count: 8 index rows for any dataset carry n = 311 (e.g. part17/rows/T1.tsv:4),CONTESTED,no,integer,Implementation Details,L95_753,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,97,"For Alzheimer's disease, we score the words of each segment in the Pitt dataset with a logistic regression trained on six fluency markers from the CHAT transcription codes : type-token ratio, retraces, fillers, unintelligible tokens, errors and pauses, with speaking rate excluded because it is a timing measure rather than a lexical one (alone it separates the groups at 0.71).",0.71,0.7082,<local data dir>/release/edaic_rerun/pitt_all_segments.csv,"speaking rate alone, clip-level rank AUC, direction-free max(auc, 1-auc) (raw auc 0.2918), kept468 segments",MATCH,,context [model=Qwen2.5-Omni (default); data=pitt; stream=speaking_rate_alone; arm=all]; tier current,current,no,point,Implementation Details,L97_430,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,97,Segments run from 30 to 56 s (median 33 s) and the models hear the first 30 s of each.,30 to 56,0.5635 to 0.7143,omni_kcl_zeroshot.json ; omni_neurovoz_zeroshot.json ; omni_pcgita_zeroshot.json,"Qwen2.5-Omni zero_shot, PD",MISMATCH,,"no compatible named set matches both ends; closest SET 'Qwen2.5-Omni zero_shot, PD' gives 0.5635 (pcgita) to 0.7143 (kcl); members: pcgita 0.5635; neurovoz 0.6951; kcl 0.7143; others: Qwen2.5-Omni zero_shot, AD gives 1 to 1 | Qwen2.5-Omni zero_shot, PD+AD gives 1 to 1 | Qwen2.5-Omni zero_shot, ALL7 (E-DAIC first 30 s) gives 1 to 1",,no,range,Implementation Details,L97_803,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,97,Segments run from 30 to 56 s (median 33 s) and the models hear the first 30 s of each.,33,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,integer,Implementation Details,L97_823,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,97,Segments run from 30 to 56 s (median 33 s) and the models hear the first 30 s of each.,30,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,integer,Implementation Details,L97_860,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,101,"On the Pitt dataset, participants with dementia are 7.5 years older than controls per speaker, so we also report the probe and the answer restricted to the 275 clips of the 129 speakers kept by an age and sex matched selection (81 pairs over the whole dataset).",7.5,,,,UNMATCHED,,no indexed value for context [model=Qwen2.5-Omni (default); data=pitt_agematched; stream=age_gap_years; arm=all],,no,point,Implementation Details,L101_219,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,101,"On the Pitt dataset, participants with dementia are 7.5 years older than controls per speaker, so we also report the probe and the answer restricted to the 275 clips of the 129 speakers kept by an age and sex matched selection (81 pairs over the whole dataset).",275,129,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,"zero shot answer, clip level, agematched",MATCH,,count: 6 index rows for pitt_agematched carry n_spk/n = 275 (e.g. pitt_probe_estimators.csv:8),current,no,integer,Implementation Details,L101_323,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,101,"On the Pitt dataset, participants with dementia are 7.5 years older than controls per speaker, so we also report the probe and the answer restricted to the 275 clips of the 129 speakers kept by an age and sex matched selection (81 pairs over the whole dataset).",129,129,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,"zero shot answer, clip level, agematched",MATCH,,count: 6 index rows for pitt_agematched carry n_spk/n = 129 (e.g. pitt_probe_estimators.csv:8),current,no,integer,Implementation Details,L101_340,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,101,"On the Pitt dataset, participants with dementia are 7.5 years older than controls per speaker, so we also report the probe and the answer restricted to the 275 clips of the 129 speakers kept by an age and sex matched selection (81 pairs over the whole dataset).",81,,,,UNMATCHED,,count 81 not found as n or n_spk in index rows for pitt_agematched,,no,integer,Implementation Details,L101_395,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,101,"Intervals are 95 percent percentile intervals from 2000 speaker draws, one draw per replicate for paired differences, and a difference is called significant when its interval excludes zero, without correction for multiple comparisons.",95,,,,UNMATCHED,,"percentage with no indexed file value for context [model=Qwen2.5-Omni (default); data=pitt_agematched; stream=age_gap_years; arm=all; dataset from previous sentence, stream from previous sentence]",,no,percent,Implementation Details,L101_443,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,101,"Intervals are 95 percent percentile intervals from 2000 speaker draws, one draw per replicate for paired differences, and a difference is called significant when its interval excludes zero, without correction for multiple comparisons.",2000,,,,UNMATCHED,,count 2000 not found as n or n_spk in index rows for pitt_agematched,,no,integer,Implementation Details,L101_480,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,125,E-DAIC | Clips (speakers) [clips] :: E-DAIC & 275 (275) & 0.84 & 0.82 & 0.86,275,275,<local data dir>/release/edaic_rerun/variants/o25_full_nested_repeats.json,"five split nested, mean of 5 repeats (json field ans.mean)",MATCH,,"count: 283 index rows for edaic_full,edaic,edaic_mid300,edaic_mid30 carry n = 275 (e.g. handcheck_values.csv:60)",current,no,integer,Experimental Results,L125_15,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,125,E-DAIC | Clips (speakers) [speakers] :: E-DAIC & 275 (275) & 0.84 & 0.82 & 0.86,275,,<local data dir>/release/edaic_rerun/variants/o25_full_nested_repeats.json,"five split nested, mean of 5 repeats (json field ans.mean)",MATCH,,"count: 283 index rows for edaic_full,edaic,edaic_mid300,edaic_mid30 carry n_spk/n = 275 (e.g. handcheck_values.csv:60)",current,no,integer,Experimental Results,L125_20,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,125,E-DAIC | Zero-shot Audio :: E-DAIC & 275 (275) & 0.84 & 0.82 & 0.86,0.84,0.8285,<local data dir>/release/edaic_rerun/variants/o25_full_zeroshot.json,"zero shot, original run (podA, transformers 5.17.0). Window heard: the first 300 s of each E-DAIC stitched participant window: Qwen2_5OmniProcessor cuts audio at 300 s by default (PART 22 proof, score",MISMATCH,,"context [model=Qwen2.5-Omni; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all]; best current candidate Qwen2.5-Omni|edaic_full|zero_shot|all = 0.8285 (zero shot, original run (podA, transformers 5.17.0). Window ) rounds to 0.83; same-tier values: 0.662 (edaic E-DAIC (first 30 s, omni_final) Qwen2.5-, current), 0.662 (edaic Omni zero-shot answer AUC, 30 s window, current), 0.662 (edaic Qwen2.5-Omni zero-shot answer AUC, FIRST, current), 0.662 (edaic Qwen2.5-Omni zero-shot audio answer AUC,, current)",current,no,point,Experimental Results,L125_27,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,125,E-DAIC | Zero-shot Text :: E-DAIC & 275 (275) & 0.84 & 0.82 & 0.86,0.82,0.823,<local data dir>/release/overnight2/text_new/o25_edaicfull_text.json,"text only, one documented prompt",MATCH,,"context [model=Qwen2.5-Omni; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=transcript; arm=all]; tier current; same-tier values that round differently: 0.6613 (edaic text only, one documented prompt (30 s t, current), 0.6613 (edaic text only, one documented prompt, current)",current,no,point,Experimental Results,L125_34,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,125,E-DAIC | Fine-tuned Audio :: E-DAIC & 275 (275) & 0.84 & 0.82 & 0.86,0.86,0.6421,<local data dir>/release/edaic_rerun/variants/sft_full_sft.json,"projector only fine tune, 5 fold out of fold AUC, 3 epochs, lr 1e-4, clip list mf_full.csv (E-DAIC windows up to 900 s). Window heard: the first 30 s of each window. The recipe slices every clip to it",MISMATCH,,"context [model=Qwen2.5-Omni; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=projector_ft; arm=all]; best current candidate Qwen2.5-Omni|edaic_full|projector_ft|all = 0.6421 (projector only fine tune, 5 fold out of fold AUC, 3 epochs, ) rounds to 0.64; same-tier values: 0.6083 (edaic projector fine-tune OOF AUC, current), 0.6083 (edaic projector only fine tune, 5 fold out of , current), 0.6083 (edaic projector only, 5 folds, 3 epochs, lr 0., current), 0.6421 (edaic_full E-DAIC full-window projector fine-tune O, current)",current,no,point,Experimental Results,L125_41,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,140,"Qwen3-Omni, which also hears the interviews whole, reaches 0.87, Audio Flamingo 3, which hears the first ten minutes, 0.86, and Qwen2-Audio, which hears 30 s, 0.63.",0.87,0.8741,<local data dir>/release/edaic_rerun/variants/q3o_full_zeroshot.json,"zero shot, full stitched participant audio capped at 900 s (89 of 275 capped, median window 591.8 s); Qwen3-Omni hears the whole capped window: 0 of 275 windows cut (PART 23 item 6, part23/C/C_trunc_2",MATCH,,"context [model=Qwen3-Omni; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all; stream from previous sentence]; tier current; same-tier values that round differently: 0.629 (edaic zero shot answer, rank AUC recomputed he, current), 0.629 (edaic zero shot, 30 s window, current), 0.7153 (edaic_mid30 zero shot answer, current), 0.7153 (edaic_mid30 zero shot, mid-recording 30 s window fro, current)",current,no,point,Audio LLM performance,L140_337,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,140,"Qwen3-Omni, which also hears the interviews whole, reaches 0.87, Audio Flamingo 3, which hears the first ten minutes, 0.86, and Qwen2-Audio, which hears 30 s, 0.63.",0.86,0.8565,<local data dir>/release/edaic_rerun/variants/af3_full.json,"zero shot, full stitched participant audio capped at 900 s (89 of 275 capped, median window 591.8 s), but Audio Flamingo 3 hears at most the first 600 s: 136 of 275 windows cut at 600 s (PART 23 item ",MATCH,,"context [model=Audio Flamingo 3; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all; stream from previous sentence]; tier current; same-tier values that round differently: 0.5975 (edaic zero shot, 30 s window, current), 0.6949 (edaic_mid30 zero shot answer, current), 0.6949 (edaic_mid30 zero shot, mid-recording 30 s window fro, current), 0.8374 (edaic_mid300 zero shot answer, current)",current,no,point,Audio LLM performance,L140_396,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
