dataset,path,md5,dur_s,db_p5,db_med,db_max,frac_below_floor6,frac_below_m50,n_frames,mfcc,err
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_167-1_1550.wav,eaf88b3a2567f055b986dd019c4a6f3b,30.76,-82.2635,-40.4201,-18.4731,0.1636,0.3884,3074,-93.601318;4.002917;-2.250321;-0.170236;-2.577538;-3.921944;-2.266304;-0.351902;-0.840237;-1.106524;-0.868339;-0.304567;-0.799478,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_167-3_7936.wav,82b180c352417b1d7b186139b8fc27e3,30.91,-76.1587,-30.3145,-16.3225,0.0748,0.1852,3089,-78.762421;0.915596;-3.424573;-0.884233;-2.897385;-4.081609;-2.477883;-1.041666;-1.189367;-1.389649;-1.292458;-1.435886;-0.360864,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_138-1_3792.wav,5ac417f752749d5438651263a80b7d4f,30.48,-82.4726,-49.7365,-27.6275,0.2324,0.4934,3046,-104.104370;-2.221894;-1.229155;-1.381442;-3.819971;-1.617553;-2.500738;-1.028011;-0.026929;0.125310;0.196263;-0.566800;-0.825189,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_139-0_4376.wav,9f40236b46f7c07c1990ea0bb57e61d8,31.83,-84.6211,-56.9414,-22.7061,0.3115,0.6246,3181,-103.805405;-2.912583;-1.754279;-1.337552;-4.496552;-3.170920;-2.276381;0.017984;-0.724911;-0.238646;-0.282102;-1.215237;-0.831970,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_139-1_4164.wav,045a4609f7e45ef92f977b8b5043ced7,39.14,-82.5628,-77.1598,-20.2303,0.5133,0.6968,3912,-91.086998;-4.919078;-1.300228;-3.291762;-5.151181;-2.125893;-2.114029;-0.449866;-1.358449;0.529092;-0.420018;-0.554554;-0.567485,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_140-3_12248.wav,3d75a3779be599c8a0d52a37119127e9,39.72,-85.9958,-78.8652,-19.18,0.4627,0.6086,3970,-118.573730;-1.038323;-2.164463;-1.540477;-1.073955;-1.586291;-0.749995;-0.314744;-0.684828;-0.869088;-0.865783;-0.324083;-0.706896,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_141-2_2551.wav,16dfd8e679921d7c31ba49123577b8ea,39.67,-89.5444,-77.4726,-23.9199,0.4333,0.6787,3965,-110.816383;-1.730754;-2.690488;-0.905605;-2.250150;-1.913778;-1.246165;-0.225267;-1.112594;-1.263356;-0.971414;-1.553890;-0.892740,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_142-0_9398.wav,ae86e743c04c28abc8fb515cf084003f,33.79,-93.9241,-91.4866,-45.0986,0.9408,0.9988,3377,-140.469681;-4.426575;2.226483;-0.867891;-0.173231;-0.042871;0.049109;0.034393;0.051544;0.022824;-0.165093;-0.130992;-0.074557,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_142-1_8331.wav,4ce8fedcd0fbc3681e5f5c1da35ff8af,37.22,-86.1428,-75.251,-24.9177,0.4605,0.6976,3720,-103.590080;-0.254554;-1.250934;-1.449036;-3.099010;-3.489801;-2.922982;-0.999695;-0.117927;-0.419777;-0.074580;-0.453279;-0.771500,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_145-3_7488.wav,2bc99e23d79210e5ebf1802edf4fac0f,43.56,-82.4009,-33.4975,-16.8674,0.1309,0.319,4354,-97.381973;5.541582;0.939111;-1.134059;-2.456921;-4.234941;-3.051353;-0.894658;-1.895031;-0.944962;-0.735852;-0.929859;-1.181251,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_208-2_3373.wav,1b601e671f1b502fee5c5d7a35386aed,33.31,-50.4931,-26.1953,-8.3757,0.0772,0.0526,3329,-60.659145;0.193380;-0.499611;-1.400457;-2.281841;-1.392870;-2.400954;-1.525596;-1.780560;-0.937415;-1.145497;-0.377992;-0.494546,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_208-2_36676.wav,895722c5a180623c864d32673f178ac4,36.33,-47.6606,-38.244,-9.2135,0.2875,0.0135,3631,-60.244762;-4.227517;-2.128557;-2.156627;-2.888582;-0.961518;-2.154798;-0.978537;-1.624957;-0.743539;-1.227583;-0.597558;-0.792753,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_209-1_4071.wav,8d36b1618e7f4d5f9bb6fbab597e667e,33.11,-86.0439,-46.5907,-21.9359,0.2493,0.4518,3309,-99.570511;-0.884731;1.067980;-2.635440;-2.842245;-1.875102;-2.050459;-0.465879;-0.994569;-0.810996;-0.697405;-0.717631;-0.683224,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_210-1_5066.wav,26b8b2580d1d96d5009205c7791f3ea8,30.47,-82.8349,-41.7308,-16.2822,0.2217,0.402,3045,-93.728539;0.420670;-0.744925;0.303793;-2.215353;-3.364542;-1.975228;-1.558918;-0.882547;-0.403509;-0.420410;0.019524;0.021431,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_210-2_10174.wav,504598daa602de46692d8d322cb5d19d,33.21,-83.1905,-28.2627,-10.6489,0.1651,0.2356,3319,-76.550659;4.098036;-3.072075;-0.724766;-2.954897;-1.732764;-3.220598;-1.726927;-0.657498;-0.357674;-0.278456;-0.381784;-0.766102,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_210-2_43382.wav,5a6e785b94a69b0eb7f47e62f663dbc7,33.65,-84.0556,-33.3255,-11.0409,0.2385,0.309,3363,-87.591248;1.087892;-2.034353;0.547592;-2.774626;-1.839398;-2.619914;-1.527063;0.139268;0.049780;-0.523006;-0.445555;-0.629934,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_211-1_38612.wav,4a6f0d1b18143737b434b9ae6955196f,34.76,-85.0934,-82.6944,-22.2342,0.7763,0.8886,3474,-126.282211;-6.148403;-0.018687;-0.521286;0.338664;0.068711;-0.619592;-0.380175;-0.596987;-0.390310;-0.553298;-0.305110;-0.375790,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_211-1_8015.wav,9f1ca227bd4f746203d1ad791d7318db,30.59,-84.7854,-80.1754,-22.8104,0.5332,0.6971,3057,-112.987984;-0.909325;0.626347;-1.446632;-1.405828;-1.387718;-1.323193;-0.525146;-0.497589;-0.336891;-0.748686;-0.637632;-0.892796,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_172-0_4567.wav,1efef42f55230ae53fc4ba055acee189,31.25,-86.2054,-82.3974,-39.5865,0.6651,0.9648,3123,-126.456429;-6.354946;-0.491917;-1.219679;-1.290914;-1.148346;-0.400636;0.187424;-0.974480;-0.814899;-0.176884;0.272850;0.003414,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_175-0_1772.wav,f9fa3f2429da66306537ec5e3a500624,32.34,-74.8807,-52.5679,-27.5064,0.2447,0.5421,3232,-96.984154;-4.337569;-1.132809;-0.251185;-0.825726;-2.047057;-1.559571;-0.836051;-0.931477;-0.566007;-0.355908;-0.773434;-1.109422,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_175-1_34456.wav,b83185fbaaa14b2b989dc06080a4d3fc,36.84,-89.2539,-40.6968,-19.3419,0.3197,0.44,3682,-102.450691;3.124691;3.062610;-1.367956;-3.206568;-3.062351;-2.993326;-1.483801;-0.791230;-1.136663;-2.216098;-1.287865;-0.879517,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_175-1_500.wav,edb51b9dc4c1dd1def7974e5021267a8,33.96,-88.0045,-32.8255,-18.4726,0.137,0.2549,3394,-97.540161;1.378175;1.588328;-2.763453;-3.621329;-3.159869;-1.579134;-1.535442;-1.235853;-1.213698;-1.453744;-1.391249;-0.818264,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_175-2_6669.wav,137ca467b6451718d60bf425b7b4ef5a,32.03,-83.9366,-49.1369,-25.5434,0.2368,0.4873,3201,-107.222267;-0.491516;2.207519;0.370131;-2.178214;-2.037933;-1.765496;-1.041166;-1.177384;-1.476493;-1.096724;-0.746872;-0.635952,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_182-3_8522.wav,22a4b13c140a786aac0ada735f6cb57d,35.74,-84.1187,-77.8758,-18.8451,0.4938,0.6254,3572,-97.455673;0.300597;-2.260735;-0.867917;-1.545453;-1.889898;-1.332515;-0.750842;-1.057452;-0.637943;-0.923223;-0.516189;-0.492370,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_196-0_6136.wav,90673099574d3d47148318abbfd440ce,33.63,-85.1206,-52.7933,-30.3534,0.2773,0.5739,3361,-110.257301;-2.610583;-1.901739;-0.360201;-1.812906;-2.073545;-2.045841;-1.090571;-0.530359;-0.598528;-1.423880;-0.167123;-0.895570,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_196-1_4236.wav,e9f5d45985604bbd25ab676b3ae7762c,33.6,-86.2025,-44.318,-21.7097,0.2403,0.4229,3358,-104.723816;1.225779;1.736296;-0.179136;-1.258213;-1.407124;-2.289815;-0.721098;-0.437831;-0.213782;0.003840;0.555783;-0.153303,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_225-0_42326.wav,312e7f092a7b2e7c4982e3a4cc1be0d9,39.25,-75.7517,-50.882,-20.7934,0.3013,0.5075,3923,-96.373199;-4.991705;-1.088125;-1.574786;-1.990397;-2.315755;-2.702988;0.303560;-0.800759;-0.407188;-0.709702;-0.635667;-0.879424,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_225-0_81579.wav,fb4bc68a42db1212a6e8f1bfbccedc7b,31.26,-75.5224,-60.3329,-27.0945,0.3512,0.6322,3124,-98.833282;-5.317748;-1.933938;-0.662819;-1.938540;-2.037216;-2.381739;-0.312664;-0.631099;-0.229663;-0.723201;-0.373018;-0.424730,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_225-2_3634.wav,3b51489437b2ef5d70a2ce04316a2408,33.15,-80.5752,-41.7087,-14.4529,0.297,0.4389,3313,-88.842056;2.042550;-1.080639;-2.332119;-2.831540;-2.627603;-2.672636;-0.027060;-0.482709;-0.856499;-1.658100;-1.221836;-0.628037,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_232-0_7964.wav,ed2a083e77985f7ff802b046684525b8,40.88,-80.0091,-43.2674,-15.6963,0.3216,0.4295,4086,-77.736366;-3.603815;-1.557297;2.325347;-4.133727;-1.406088;-4.232975;-1.543002;-0.109346;-1.400365;-0.368052;-0.124418;-1.935296,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_232-1_37474.wav,e80143c6d6f1aaa99c569a3bef0f16a5,31.18,-82.0873,-37.0908,-19.8317,0.1107,0.2933,3116,-89.376488;1.555111;-2.432091;-0.534599;-1.929440;-2.082427;-0.916596;-2.642036;-0.791569;-0.918026;0.458480;0.612686;-0.790842,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_232-1_5114.wav,a6a954e8d705167775eaf4e2211e30d0,32.36,-78.6723,-31.6626,-12.5731,0.0714,0.2035,3234,-75.924805;1.685652;-3.293628;-0.421515;-2.679786;-2.739254;-1.575509;-3.338964;-0.906940;-1.521235;0.249852;0.991460;-1.058648,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_242-2_1480.wav,1ab18c59ef177e4a700e2d64147a23dc,32.02,-52.9441,-31.6504,-15.7427,0.1672,0.0981,3200,-73.610992;-4.001194;-3.242423;-1.817946;-1.230638;-1.057440;-1.892593;-1.398378;-1.288800;-0.654247;-0.461885;-0.028975;-0.102183,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_243-0_2930.wav,0a17b9f5c0371c4fe2853f27360cb2d5,31.06,-52.5152,-44.0285,-28.8138,0.3715,0.163,3104,-80.808006;-4.030979;-2.056567;1.006596;-3.011905;-1.626067;-2.260914;-0.650451;-0.467687;0.403949;-0.654753;-0.289255;-1.298434,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_266-0_3593.wav,dffb24beef0de2020a8d3bb02ed8a730,31.68,-83.8462,-67.1598,-31.5497,0.3727,0.7119,3166,-110.184975;-3.803566;-2.430801;-0.287860;-1.977011;-2.708189;-2.681044;-0.038680;-0.527384;-0.553455;-0.474122;-1.064057;-0.683012,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_266-1_5687.wav,c4438669f2c2f24419fc4dcdb8fcfb44,32.0,-89.9547,-85.657,-32.6142,0.5338,0.7214,3198,-119.155609;0.014748;0.239766;-0.969663;-2.144015;-1.710982;-0.971314;-0.460419;-1.071612;-0.686728;-0.445627;-0.965405;-0.558885,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_266-2_1630.wav,27c4098f01eb3c3a2051aade6b24d5be,32.39,-74.5067,-39.6002,-13.5178,0.1381,0.375,3237,-87.952667;1.572275;-1.420500;-1.496547;-1.480826;-3.384279;-1.880957;-0.739259;-0.568388;-1.527874;-1.472214;-1.334339;-0.413261,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_267-2_7645.wav,829efeda2d1e781ae5ddb7e9f81eb8f4,30.54,-67.9843,-27.0154,-7.0003,0.0973,0.2569,3052,-74.804016;0.032960;-2.160907;0.947826;-4.015828;-2.685577;-1.712029;-0.940036;0.011330;-0.089785;-1.486808;-1.113704;-1.612854,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_274-0_4046.wav,7d6827d56cf07dc519ca38124ead990c,43.78,-83.1012,-57.8743,-16.2904,0.426,0.558,4376,-82.336273;-3.184969;1.407094;0.926963;-4.214663;-3.290296;-3.352314;-1.866470;-1.284070;-1.529358;-1.271596;-1.285209;-1.312371,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_275-0_14059.wav,1d4a25cd6d0290552252a5476a48b064,32.47,-84.105,-72.9608,-33.7441,0.3621,0.7513,3245,-107.494812;-5.017735;1.195236;0.396330;-3.885500;-2.400598;-1.846241;-0.351283;-0.728900;0.135301;-0.893206;-0.744969;-0.803867,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_280-0_3251.wav,019fe7a05e9f521abdad1872d02b0e46,37.13,-47.405,-41.3161,-20.0987,0.4953,0.0019,3711,-70.851204;-3.978325;-2.615516;-1.475546;-3.512625;-0.105522;-2.028391;-0.750454;-1.748117;-1.223417;-0.532810;-0.428569;-1.079742,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_292-1_3433.wav,cf792800ec66f1c32d43b14ef5fb12ea,32.25,-88.2536,-64.6112,-15.2496,0.4663,0.5814,3223,-98.353279;1.945240;1.369249;-2.531727;-4.024214;-1.816114;-3.464852;-0.289461;-0.601179;-0.299740;-0.255909;-1.568750;-0.517507,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_243-0_33988.wav,96268c5284a597deaf6ffd077d076948,39.87,-56.3866,-45.6751,-28.7055,0.3034,0.3227,3985,-84.304718;-4.098340;-1.631593;0.544539;-3.576461;-1.981951;-2.157220;-0.641571;-0.566892;0.569710;-0.043721;-0.140781;-1.528793,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_243-1_38361.wav,29a556db05ae0c6d84ba030262a1b5ce,32.25,-88.0424,-51.6498,-31.0789,0.2737,0.5231,3223,-106.761803;1.815355;1.387138;0.041952;-0.334961;-0.209720;-1.639214;-0.862222;0.123522;0.342795;-0.201564;-0.020147;-0.071323,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_243-1_7000.wav,90add09bd90e6e744628d4d22e6ba7fd,31.36,-87.6159,-53.6006,-27.767,0.2626,0.5546,3134,-110.568642;-2.454547;2.605492;0.941298;-1.234211;-0.640416;-1.660797;-0.757889;-0.099678;-0.445395;-0.348440;0.177535;-0.039033,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_245-1_1750.wav,b8b48e53648772c5c9c42afbd7906fe0,37.26,-91.1841,-63.2958,-28.5438,0.4108,0.5773,3724,-109.675591;2.322030;0.826983;-0.608028;-0.701677;-2.076145;-2.217611;-1.288781;-0.489258;0.099972;-0.679024;-0.172997;-0.732131,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_248-1_38618.wav,d6e7a28af58d03cad42fb0189495377d,30.22,-74.5848,-43.693,-15.2182,0.2467,0.4338,3020,-101.998146;2.452075;1.414822;-0.456354;-0.805167;-1.747609;-2.507428;-1.251058;-0.284248;-0.141917;-0.569706;0.093994;-0.107335,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_248-2_500.wav,a2102fab101b7c65d193924c9d6919cb,31.17,-75.2289,-30.0381,-8.2369,0.0848,0.2093,3115,-81.709198;2.136687;-0.951732;1.038059;-0.969935;-1.706563;-2.814094;-2.362438;-0.682705;0.441381;-0.785577;0.255994;-0.514089,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_255-0_610.wav,beff5dadccf92c668666e116e185aac9,30.68,-85.123,-61.5033,-28.8573,0.3174,0.7446,3066,-107.335373;-7.962266;-0.307163;0.176763;-2.977217;-0.630539;-2.048005;-0.816351;-0.881265;-0.124113;0.006809;-0.061212;-0.246884,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_256-2_3945.wav,bdb9764c4456f3a428a0638c91492f10,35.99,-49.6786,-23.6835,-8.487,0.1404,0.0464,3597,-65.870369;1.185504;-1.584570;-0.051526;-1.119404;0.511964;-2.844189;-0.387129;-0.094473;-1.875286;-0.878030;0.198015;-0.209422,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_296-0_6844.wav,8083d720e6d6075d83feb35b0d553112,31.78,-80.6452,-49.098,-22.6104,0.2503,0.477,3176,-98.045013;-4.126515;0.984869;-1.381215;-3.310269;-3.765370;-2.798862;-1.423213;-0.970092;-0.383217;-0.860743;0.230090;-0.275218,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_296-1_13132.wav,2071b318ed0aee42463ee7889d5a41c6,38.37,-85.0144,-31.6032,-12.8112,0.1888,0.3012,3835,-81.995163;0.446202;-0.477619;-1.582433;-3.399984;-2.238936;-2.571937;-1.727424;-1.400960;-0.480592;-0.166358;-0.609441;-1.145464,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_296-2_39346.wav,18e0494f228eb2f0ffa87ae9695a47a4,33.45,-73.5528,-53.3032,-10.2827,0.1873,0.5405,3343,-92.724655;-3.718953;-0.128678;-0.185931;-2.827840;-1.395633;-0.589778;0.155253;0.124822;0.231317;-0.873056;-0.609478;-1.095025,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_298-1_8380.wav,8352dcedcc5930ce7a5654b389ee484b,32.06,-88.7382,-62.4173,-25.8513,0.3458,0.6507,3204,-113.391319;-0.101719;1.426588;-0.856783;-1.013195;-1.683152;-1.829849;-1.397154;-0.664564;-0.029215;-0.436772;-0.311574;-0.728871,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_304-2_8196.wav,2185ad6e17bb3368ca09134f2f04028c,34.27,-81.4625,-35.6768,-11.7192,0.2651,0.3965,3425,-89.397552;4.097918;0.237135;-0.913340;-2.115319;-1.235776;-2.125836;-1.134201;-0.397364;-0.122043;-0.462615;-0.210135;-0.996659,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_322-1_8430.wav,6919c78470251b86ba8ae65c16dbdfd7,32.76,-56.9767,-39.6421,-14.5727,0.3314,0.3598,3274,-75.927055;2.265224;-1.902288;-1.646990;-2.567502;-0.135246;-2.480750;0.350208;-0.779941;-0.067030;-0.670007;-0.366231;-0.719760,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_340-0_280.wav,1432ce602ce62baf04d9ed937a328ef4,37.54,-88.5081,-69.7806,-30.1512,0.3483,0.6794,3752,-108.022369;0.572244;0.673284;-0.272504;-2.769300;-2.461909;-1.593671;-0.579951;-0.931007;-0.900798;-1.365761;-0.987546;-0.310770,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Con_612-0_9985.wav,952c4b7d68ff7acaefc0bde63e052382,37.49,-78.7071,-41.2836,-10.012,0.2426,0.4289,3747,-88.222870;2.996469;0.727749;-1.953336;-3.482590;-1.825312;-2.677644;-0.649599;-0.289246;-0.114488;-0.463897;-1.028740;-1.281165,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Dem_003-0_42748.wav,5c797e85424136375fabf065b1b3292d,33.89,-66.3876,-33.1581,-11.9045,0.0673,0.1464,3387,-77.939812;4.845411;-3.163711;-2.680778;-4.995054;-2.851656;-3.262387;-1.782417;-1.317539;-0.549545;-0.264607;-0.403471;-0.329556,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Dem_005-2_8186.wav,1433716dc534f0784d7bbbeb9f833081,35.1,-88.0343,-84.5312,-24.8976,0.5975,0.7737,3508,-121.185753;-5.331555;-0.836638;-0.838441;-1.049363;-0.709916;-0.940475;-0.686570;-0.467646;0.337133;-0.500618;0.013337;-0.014835,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Dem_010-0_5477.wav,4de9a65d9538dce17cefa0f1a6f0f186,30.45,-85.1463,-80.4201,-34.2953,0.5738,0.883,3043,-114.739761;-4.627039;-1.943750;-0.812572;-1.220480;-1.857218;-1.546863;-1.357487;-0.840447;-0.351270;-0.579175;-0.311085;-0.499685,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Dem_010-0_71332.wav,a244ecf3900761ee047c35c212037300,32.27,-85.1101,-82.307,-33.5456,0.7805,0.9439,3225,-120.685600;-6.755207;-2.259912;0.543552;-0.539050;-1.046590;-0.991331;-0.799118;-0.012330;0.047612;-0.497186;-0.390439;-0.149689,
pitt_segments,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/segments/agreement_Dem_010-2_39756.wav,220bbb6030ce8ae2362835eadea9880d,30.69,-80.9883,-49.8864,-21.1174,0.2302,0.4985,3067,-103.320137;-2.270823;-0.953500;0.034757;-0.824017;-0.296422;-1.483749;-1.004181;-0.664151;-0.272245;0.277452;-0.515455;0.197814,
