row,part,task,id,paper_role,sampled,value_verified,lo,hi,n,file,resolved,method,config,check_value,check_lo,check_hi,value_status,ci_status,note
188,16,M8,M8#07:Qwen3_Omni_30B_A3B_A_edaic_part14_conflict_src_primary,PAPER VALUE,paper value,0.3008,0.2454,0.3641,483,<local data dir>/release/edaic_rerun/part14/p14_q3o_zeroshot_scores.csv,<local data dir>/release/edaic_rerun/part14/p14_q3o_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.3008,0.2454,0.3641,MATCH (recomputed),CI MATCH,
191,16,M8,M8#10:Audio_Flamingo_2_A_edaic_part14_conflict_src_primary,PAPER VALUE,paper value,0.5286,0.4512,0.6015,483,<local data dir>/release/edaic_rerun/part14/p14_af2.csv,<local data dir>/release/edaic_rerun/part14/p14_af2.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.5286,0.4512,0.6015,MATCH (recomputed),CI MATCH,
194,16,M8,M8#13:Audio_Flamingo_3_A_edaic_part14_conflict_src_primary,PAPER VALUE,paper value,0.4235,0.3606,0.4880,483,<local data dir>/release/edaic_rerun/part14/p14_af3.csv,<local data dir>/release/edaic_rerun/part14/p14_af3.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.4235,0.3606,0.4880,MATCH (recomputed),CI MATCH,
196,16,M8,M8#15:Audio_Flamingo_3_A_edaic_part14_conflict_minus_agreement_src_primary,SUPERSEDED / NOT USED,random 10%,-0.3860,-0.4675,-0.3018,966,<local data dir>/release/edaic_rerun/part14/p14_af3.csv,<local data dir>/release/edaic_rerun/part14/p14_af3.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],-0.3860,-0.4675,-0.3018,MATCH (recomputed),CI MATCH,
197,16,M8,M8#16:Kimi_Audio_A_edaic_part14_conflict_src_primary,PAPER VALUE,paper value,0.5258,0.4501,0.5977,483,<local data dir>/release/edaic_rerun/part14/p14_kimi_zeroshot_scores.csv,<local data dir>/release/edaic_rerun/part14/p14_kimi_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.5258,0.4501,0.5977,MATCH (recomputed),CI MATCH,
200,16,M8,M8#19:Qwen2.5_Omni_B_pitt_conflict_src_primary,PAPER VALUE,paper value,0.5322,0.4216,0.6447,146,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.5322,0.4216,0.6447,MATCH (recomputed),CI MATCH,
201,16,M8,M8#20:Qwen2.5_Omni_B_pitt_agreement_src_primary,PAPER VALUE,paper value,0.7054,0.6431,0.7658,322,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.7054,0.6431,0.7658,MATCH (recomputed),CI MATCH,
202,16,M8,M8#21:Qwen2.5_Omni_B_pitt_conflict_minus_agreement_src_primary,PAPER VALUE,paper value,-0.1731,-0.2958,-0.0392,468,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],-0.1731,-0.2958,-0.0392,MATCH (recomputed),CI MATCH,
203,16,M8,M8#22:Qwen2_Audio_B_pitt_conflict_src_primary,PAPER VALUE,paper value,0.4132,0.3005,0.5423,146,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.4132,0.3005,0.5423,MATCH (recomputed),CI MATCH,cited path is stale (<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv); resolved under <local data dir>/
204,16,M8,M8#23:Qwen2_Audio_B_pitt_agreement_src_primary,PAPER VALUE,paper value,0.6985,0.6372,0.7597,322,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.6985,0.6372,0.7597,MATCH (recomputed),CI MATCH,cited path is stale (<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv); resolved under <local data dir>/
205,16,M8,M8#24:Qwen2_Audio_B_pitt_conflict_minus_agreement_src_primary,PAPER VALUE,paper value,-0.2853,-0.3950,-0.1485,468,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],-0.2853,-0.3950,-0.1485,MATCH (recomputed),CI MATCH,cited path is stale (<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv); resolved under <local data dir>/
206,16,M8,M8#25:Qwen3_Omni_30B_A3B_B_pitt_conflict_src_primary,PAPER VALUE,paper value,0.6066,0.4956,0.7123,146,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.6066,0.4956,0.7123,MATCH (recomputed),CI MATCH,
207,16,M8,M8#26:Qwen3_Omni_30B_A3B_B_pitt_agreement_src_primary,PAPER VALUE,paper value,0.8231,0.7664,0.8720,322,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.8231,0.7664,0.8720,MATCH (recomputed),CI MATCH,
208,16,M8,M8#27:Qwen3_Omni_30B_A3B_B_pitt_conflict_minus_agreement_src_primary,PAPER VALUE,paper value,-0.2165,-0.3242,-0.1052,468,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],-0.2165,-0.3242,-0.1052,MATCH (recomputed),CI MATCH,
209,16,M8,M8#28:Audio_Flamingo_2_B_pitt_conflict_src_af2_pitt468,PAPER VALUE,paper value,0.6310,0.5336,0.7260,146,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.6310,0.5336,0.7260,MATCH (recomputed),CI MATCH,cited path is stale (<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv); resolved under <local data dir>/
210,16,M8,M8#29:Audio_Flamingo_2_B_pitt_agreement_src_af2_pitt468,PAPER VALUE,paper value,0.5544,0.4760,0.6296,322,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.5544,0.4760,0.6296,MATCH (recomputed),CI MATCH,cited path is stale (<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv); resolved under <local data dir>/
211,16,M8,M8#30:Audio_Flamingo_2_B_pitt_conflict_minus_agreement_src_af2_pitt468,PAPER VALUE,paper value,0.0766,-0.0307,0.1869,468,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],0.0766,-0.0307,0.1869,MATCH (recomputed),CI MATCH,cited path is stale (<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv); resolved under <local data dir>/
215,16,M8,M8#34:Audio_Flamingo_3_B_pitt_conflict_src_primary,PAPER VALUE,paper value,0.6169,0.5188,0.7209,146,<local data dir>/release/overnight2/part3/af3_pitt.csv,<local data dir>/release/overnight2/part3/af3_pitt.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.6169,0.5188,0.7209,MATCH (recomputed),CI MATCH,
216,16,M8,M8#35:Audio_Flamingo_3_B_pitt_agreement_src_primary,PAPER VALUE,paper value,0.5822,0.5080,0.6528,322,<local data dir>/release/overnight2/part3/af3_pitt.csv,<local data dir>/release/overnight2/part3/af3_pitt.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.5822,0.5080,0.6528,MATCH (recomputed),CI MATCH,
217,16,M8,M8#36:Audio_Flamingo_3_B_pitt_conflict_minus_agreement_src_primary,PAPER VALUE,paper value,0.0347,-0.0698,0.1474,468,<local data dir>/release/overnight2/part3/af3_pitt.csv,<local data dir>/release/overnight2/part3/af3_pitt.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],0.0347,-0.0698,0.1474,MATCH (recomputed),CI MATCH,
218,16,M8,M8#37:Kimi_Audio_B_pitt_conflict_src_primary,PAPER VALUE,paper value,0.7197,0.6201,0.8147,146,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.7197,0.6201,0.8147,MATCH (recomputed),CI MATCH,
219,16,M8,M8#38:Kimi_Audio_B_pitt_agreement_src_primary,PAPER VALUE,paper value,0.7227,0.6560,0.7896,322,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.7227,0.6560,0.7896,MATCH (recomputed),CI MATCH,
220,16,M8,M8#39:Kimi_Audio_B_pitt_conflict_minus_agreement_src_primary,PAPER VALUE,paper value,-0.0030,-0.1134,0.1065,468,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],-0.0030,-0.1134,0.1065,MATCH (recomputed),CI MATCH,
230,16,M9,M9.AudioFlamingo2.neurovoz.zero_shot_answer,SUPPORT,random 10%,0.9412,0.9398,0.9427,1270,<local data dir>/paper1_local_runs/af2_results/af2_neurovoz1270.csv,<local data dir>/paper1_local_runs/af2_results/af2_neurovoz1270.csv,custom recompute from per-clip file (own code),"median of answer_mass, <local data dir>/paper1_local_runs/af2_results/af2_neurovoz1270.csv",0.9412,0.9397,0.9427,MATCH (recomputed),CI MATCH,cited path is stale (<local data dir>/paper1_local_runs/af2_results/af2_neurovoz1270.csv); resolved under <local data dir>/
254,16,M9,M9.Kimi-Audio.neurovoz.zero_shot_answer,SUPPORT,random 10%,0.9961,0.9961,0.9962,1270,<local data dir>/release/overnight2/kimi_new/kimi_neurovoz_zeroshot_scores.csv,<local data dir>/release/overnight2/kimi_new/kimi_neurovoz_zeroshot_scores.csv,custom recompute from per-clip file (own code),"median of mass, <local data dir>/release/overnight2/kimi_new/kimi_neurovoz_zeroshot_scores.csv",0.9961,0.9961,0.9962,MATCH (recomputed),CI MATCH,
266,16,M9,M9.Qwen2-Audio.edaic.zero_shot_answer,SUPPORT,random 10%,0.9959,0.9952,0.9964,275,<local data dir>/paper1_local_runs/probe2/edaic_zeroshot_scores.csv,<local data dir>/paper1_local_runs/probe2/edaic_zeroshot_scores.csv,custom recompute from per-clip file (own code),"median of mass, <local data dir>/paper1_local_runs/probe2/edaic_zeroshot_scores.csv",0.9959,0.9952,0.9964,MATCH (recomputed),CI MATCH,cited path is stale (<local data dir>/paper1_local_runs/probe2/edaic_zeroshot_scores.csv); resolved under <local data dir>/
271,16,M9,M9.Qwen2-Audio.edaic_mid300.zero_shot_answer,SUPPORT,random 10%,0.9972,0.9969,0.9976,275,<local data dir>/release/edaic_rerun/variants/q2a_mid300_zeroshot_scores.csv,<local data dir>/release/edaic_rerun/variants/q2a_mid300_zeroshot_scores.csv,custom recompute from per-clip file (own code),"median of mass, <local data dir>/release/edaic_rerun/variants/q2a_mid300_zeroshot_scores.csv",0.9972,0.9969,0.9976,MATCH (recomputed),CI MATCH,
326,16,MEDAIC,MEDAIC_full_answer,PAPER VALUE,paper value,0.8285,0.7708,0.8827,275,edaic_rerun/variants/o25_full_zeroshot_scores.csv,<local data dir>/release/edaic_rerun/variants/o25_full_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.8285,0.7708,0.8827,MATCH (recomputed),CI MATCH,
327,16,MEDAIC,MEDAIC_full_sft,PAPER VALUE,paper value,0.6421,0.5593,0.7188,275,edaic_rerun/variants/sft_full_oof.csv,<local data dir>/release/edaic_rerun/variants/sft_full_oof.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.6421,0.5593,0.7188,MATCH (recomputed),CI MATCH,
328,16,MEDAIC,MEDAIC_full_sft_minus_answer,PAPER VALUE,paper value,-0.1863,-0.2696,-0.1098,275,edaic_rerun/variants/sft_full_oof.csv,<local data dir>/release/edaic_rerun/variants/sft_full_oof.csv,custom recompute from per-clip file (own code),"sft_full_oof p_yes minus variants/o25_full_zeroshot p_yes (original full-window run), paired, n=275",-0.1863,-0.2696,-0.1098,MATCH (recomputed),CI MATCH,
329,16,MEDAIC,MEDAIC_full_text,PAPER VALUE,paper value,0.8230,0.7651,0.8705,275,overnight2/text_new/o25_edaicfull_text.csv,<local data dir>/release/overnight2/text_new/o25_edaicfull_text.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.8230,0.7651,0.8705,MATCH (recomputed),CI MATCH,
346,16,MEDAIC,MEDAIC_w30_proj_minus_answer,RELEASED ONLY,random 10%,-0.1438,-0.2490,-0.0320,275,omni_final/omni_edaic_proj_nested_oof.csv,<local data dir>/release/omni_final/omni_edaic_proj_nested_oof.csv,custom recompute from per-clip file (own code),"AUC(omni_edaic_proj_nested_oof p_probe) minus AUC(omni_edaic_zeroshot p_yes), paired, n=275",-0.1438,-0.2490,-0.0320,MATCH (recomputed),CI MATCH,
349,16,POD1,1a_o25_text_conflict_auc,PAPER VALUE,paper value,0.1498,0.1131,0.1887,483,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_1a_joined.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_1a_joined.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes_text],0.1498,0.1131,0.1887,MATCH (recomputed),CI MATCH,
351,16,POD1,1a_o25_pearson_text_audio,PAPER VALUE,paper value,0.8442,,,966,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_1a_joined.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_1a_joined.csv,custom recompute from per-clip file (own code),pearson_text_audio over 966 rows of p14_o25_1a_joined.csv,0.8442,,,MATCH (recomputed),,
352,16,POD1,1a_o25_same_decision,PAPER VALUE,paper value,0.8634,,,966,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_1a_joined.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_1a_joined.csv,custom recompute from per-clip file (own code),same_decision over 966 rows of p14_o25_1a_joined.csv,0.8634,,,MATCH (recomputed),,
353,16,POD1,1a_q2a_text_conflict_auc,PAPER VALUE,paper value,0.2359,0.1851,0.2886,483,<local data dir>/release/edaic_rerun/part16/POD1/p14_q2a_1a_joined.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_q2a_1a_joined.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes_text],0.2359,0.1851,0.2886,MATCH (recomputed),CI MATCH,
355,16,POD1,1a_q2a_pearson_text_audio,PAPER VALUE,paper value,0.5155,,,966,<local data dir>/release/edaic_rerun/part16/POD1/p14_q2a_1a_joined.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_q2a_1a_joined.csv,custom recompute from per-clip file (own code),pearson_text_audio over 966 rows of p14_q2a_1a_joined.csv,0.5155,,,MATCH (recomputed),,
356,16,POD1,1a_q2a_same_decision,PAPER VALUE,paper value,0.7122,,,966,<local data dir>/release/edaic_rerun/part16/POD1/p14_q2a_1a_joined.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_q2a_1a_joined.csv,custom recompute from per-clip file (own code),same_decision over 966 rows of p14_q2a_1a_joined.csv,0.7122,,,MATCH (recomputed),,
357,16,POD1,1f_share_yesno_all,PAPER VALUE,paper value,1.0000,,,966,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_greedy.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_greedy.csv,custom recompute from per-clip file (own code),share_yesno on 966 rows of p14_o25_greedy.csv (own comparison of first_word and logit_decision),1.0000,,,MATCH (recomputed),,
358,16,POD1,1f_agree_gen_logit_all,PAPER VALUE,paper value,0.9865,,,966,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_greedy.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_greedy.csv,custom recompute from per-clip file (own code),agree_gen_logit on 966 rows of p14_o25_greedy.csv (own comparison of first_word and logit_decision),0.9865,,,MATCH (recomputed),,
359,16,POD1,1f_share_yesno_conflict,PAPER VALUE,paper value,1.0000,,,483,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_greedy.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_greedy.csv,custom recompute from per-clip file (own code),share_yesno on 483 rows of p14_o25_greedy.csv (own comparison of first_word and logit_decision),1.0000,,,MATCH (recomputed),,
360,16,POD1,1f_agree_gen_logit_conflict,PAPER VALUE,paper value,0.9917,,,483,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_greedy.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_greedy.csv,custom recompute from per-clip file (own code),agree_gen_logit on 483 rows of p14_o25_greedy.csv (own comparison of first_word and logit_decision),0.9917,,,MATCH (recomputed),,
361,16,POD1,1f_share_yesno_agreement,PAPER VALUE,paper value,1.0000,,,483,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_greedy.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_greedy.csv,custom recompute from per-clip file (own code),share_yesno on 483 rows of p14_o25_greedy.csv (own comparison of first_word and logit_decision),1.0000,,,MATCH (recomputed),,
362,16,POD1,1f_agree_gen_logit_agreement,PAPER VALUE,paper value,0.9814,,,483,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_greedy.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_greedy.csv,custom recompute from per-clip file (own code),agree_gen_logit on 483 rows of p14_o25_greedy.csv (own comparison of first_word and logit_decision),0.9814,,,MATCH (recomputed),,
363,16,POD1,VALIDATION_conflict_auc,PAPER VALUE,paper value,0.2218,0.1829,0.2632,483,<local data dir>/release/edaic_rerun/part16/POD1/p14_thr070_check.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_thr070_check.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.2218,0.1829,0.2632,MATCH (recomputed),CI MATCH,
365,16,POD1,1d_conflict_auc,PAPER VALUE,paper value,0.1759,0.1448,0.2095,924,<local data dir>/release/edaic_rerun/part16/POD1/p14_phq10_omni.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_phq10_omni.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.1759,0.1448,0.2095,MATCH (recomputed),CI MATCH,
366,16,POD1,1d_agreement_auc,PAPER VALUE,paper value,0.9311,0.9028,0.9568,924,<local data dir>/release/edaic_rerun/part16/POD1/p14_phq10_omni.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_phq10_omni.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.9311,0.9028,0.9568,MATCH (recomputed),CI MATCH,
367,16,POD1,1e060_conflict_auc,PAPER VALUE,paper value,0.2619,0.2188,0.3075,646,<local data dir>/release/edaic_rerun/part16/POD1/p14_thr060_omni.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_thr060_omni.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.2619,0.2188,0.3075,MATCH (recomputed),CI MATCH,
368,16,POD1,1e060_agreement_auc,PAPER VALUE,paper value,0.9406,0.9026,0.9711,646,<local data dir>/release/edaic_rerun/part16/POD1/p14_thr060_omni.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_thr060_omni.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.9406,0.9026,0.9711,MATCH (recomputed),CI MATCH,
369,16,POD1,1e080_conflict_auc,PAPER VALUE,paper value,0.1936,0.1501,0.2438,281,<local data dir>/release/edaic_rerun/part16/POD1/p14_thr080_omni.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_thr080_omni.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.1936,0.1501,0.2438,MATCH (recomputed),CI MATCH,
370,16,POD1,1e080_agreement_auc,PAPER VALUE,paper value,0.9594,0.9190,0.9895,281,<local data dir>/release/edaic_rerun/part16/POD1/p14_thr080_omni.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_thr080_omni.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.9594,0.9190,0.9895,MATCH (recomputed),CI MATCH,
371,16,POD1,1b_p2_conflict_auc,PAPER VALUE,paper value,0.3439,0.2900,0.3979,483,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_audio_p2.csv,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_audio_p2.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.3439,0.2900,0.3979,MATCH (recomputed),CI MATCH,
